https://www.aliexpress.com/item/High-Quality-1-set-Tangle-Free-Debris-Extractor-Brush-4-Hepa-filter-4-side-brush-for/32601107586.html	High Quality 1 set Tangle-Free Debris Extractor Brush +4 Hepa filter + 4 side brush for iRobot Roomba 800 900 Series 870 880 980	0
https://www.aliexpress.com/item/New-10PCS-Side-Brush-for-iRobot-Roomba-800-900-Series-870-880-980-Free-Post/32693987466.html	New 10PCS Side Brush  for iRobot Roomba 800 900 Series 870 880 980  Free Post	1
https://www.aliexpress.com/item/1-pc-Tangle-Free-Debris-Extractor-Brush-3pcs-Hepa-filter-3-pcs-side-brush-for-iRobot/32842129125.html	1 pc Tangle-Free Debris Extractor Brush +3pcs Hepa filter + 3 pcs side brush for iRobot Roomba 900 800 Series 870 880 980	0
https://www.aliexpress.com/item/1-Set-Extractor-Brush-Kit-For-iRobot-Roomba-800-900-Series-880-870-860-980-990/32838181036.html	1 Set Extractor Brush Kit For iRobot Roomba 800 900 Series 880 870 860 980 990  	0
https://www.aliexpress.com/item/3Pcs-Tangle-Free-Debris-Extractor-Brush-Replacement-Kit-iRobot-Roomba-800-900-Series-870-880-980/32799145443.html	3Pcs Tangle-Free Debris Extractor Brush Replacement Kit iRobot Roomba 800 900 Series 870 880 980 Vacuum Robots Accessory Parts	0
https://www.aliexpress.com/item/High-Quality-1-set-Tangle-Free-Debris-Extractor-Brush-4-Hepa-filter-4-side-brush-for/32785391393.html	High Quality 1 set Tangle-Free Debris Extractor Brush +4 Hepa filter + 4 side brush for iRobot Roomba 800 900 Series 870 880 980	0
https://www.aliexpress.com/item/Seed-Tangle-Free-Debris-Extractor-Kit-Hepa-Filter-Side-Brush-Replacement-For-iRobot-Roomba-800-900/32735785775.html	Seed Tangle-Free Debris Extractor Kit &amp; Hepa Filter &amp; Side Brush Replacement For iRobot Roomba 800 900 series 870 880 980	0
https://www.aliexpress.com/item/Replacement-Filters-Side-Brush-For-iRobot-Roomba-800-Series-870-880-980-Robotic-Vacuum-Parts-Side/32812040757.html	Replacement Filters Side Brush For iRobot Roomba 800 Series 870 880 980 Robotic Vacuum Parts Side Brushes 3-armed Cleaning Tool	1
https://www.aliexpress.com/item/High-Quality-2-set-Tangle-Free-Debris-Extractor-Brush-4-Hepa-filter-4-side-brush-for/32587881909.html	High Quality 2 set Tangle-Free Debris Extractor Brush +4 Hepa filter + 4 side brush for iRobot Roomba 800 900 Series 870 880 980	0
https://www.aliexpress.com/item/High-Quality-2-set-Tangle-Free-Debris-Extractor-Brush-4-Hepa-filter-6-side-brush-for/32636514413.html	High Quality 2 set Tangle-Free Debris Extractor Brush +4 Hepa filter + 6 side brush for iRobot Roomba 800 900 Series 870 880 980	0
https://www.aliexpress.com/item/Wholesale-50pcs-set-side-brush-parts-Kit-For-iRobot-Roomba-800-series-870-880-vacuum-cleaner/2050899468.html	Wholesale 50pcs/set side brush For iRobot Roomba 800 900 series 860 870 880 980 vacuum cleaner Accessories  parts replacement	1
https://www.aliexpress.com/item/High-Quality-3-Hepa-filter-3-side-brush-Replacements-Kit-for-iRobot-Roomba-800-900-Series/32816932996.html	High Quality 3 Hepa filter +3 side brush Replacements Kit for iRobot Roomba 800 900 Series 870 880 980 Vacuum Cleaner Parts	1
https://www.aliexpress.com/item/1-Set-Extractor-Brush-Kit-For-iRobot-Roomba-800-900-Series-880-870-860-980-990/32831931476.html	1 Set Extractor Brush Kit For iRobot Roomba 800 900 Series 880 870 860 980 990	0
https://www.aliexpress.com/item/New-1-set-Tangle-Free-Debris-Extractor-Brush-for-iRobot-Roomba-800-900-Series-870-880/32680699321.html	New 1 set Tangle-Free Debris Extractor Brush for iRobot Roomba 800 900 Series 870 880 980 Vacuum Cleaner Parts	0
https://www.aliexpress.com/item/1pcs-Vacuum-cleaner-components-Main-brush-frame-assembly-Suitable-for-irobot-Roomba-800-900-series/1000004840071.html	1pcs Vacuum cleaner components Main brush frame assembly Suitable for irobot Roomba 800 900 series	0
https://www.aliexpress.com/item/High-Quality-1-set-Tangle-Free-Debris-Extractor-Brush-3-Hepa-filter-5-side-brush/32625008593.html	High Quality 1 set Tangle-Free Debris Extractor Brush +2 Hepa filter +2 side brush for iRobot Roomba 800 900 Series 870 880 980	0
https://www.aliexpress.com/item/2pcs-High-Quality-3Armed-Side-Brush-fit-for-iRobot-Roomba-800-900-Series-870-880-980/32670713714.html	2pcs High Quality 3Armed Side Brush fit for iRobot Roomba 800 900 Series 870 880 980 Robotic Vacuum Cleaner Accessories	1
https://www.aliexpress.com/item/12Pcs-High-quility-HEPA-brush-Filter-Replacement-for-iRobot-Roomba-800-900-Series-870-880-980/32826833691.html	12Pcs High quility HEPA brush Filter Replacement for iRobot Roomba 800 900 Series 870 880 980 Vacuum Cleaner parts accessories	1
https://www.aliexpress.com/item/Tangle-Free-Debris-Extractor-Set-Side-Brushes-Hepa-Filters-replacement-Kit-For-iRobot-Roomba-800-series/2055575375.html	Tangle-Free Debris Extractor Set &amp; Side Brushes &amp; Hepa Filters replacement For iRobot Roomba 800 series 870 880 900 series 980	0
https://www.aliexpress.com/item/Debris-Extractor-Brush-10-Heap-filter-5-side-brush-clean-tool-kit-for-iRobot-Roomba-800/32790129736.html	Debris Extractor Brush +10 Heap filter + 5 side brush +clean tool kit for iRobot Roomba 800 900 860 870 880 980 replacement	0
https://www.aliexpress.com/item/1-set-Tangle-Free-Debris-Extractor-3-Hepa-filter-3-side-brush-3-Screws-fit-for/32845335002.html	1 set Tangle-Free Debris Extractor + 3 Hepa filter +3 side brush + 3 Screws fit for iRobot Roomba 800 900 Series 870 880 960 980	0
https://www.aliexpress.com/item/1-set-Tangle-Free-Debris-Extractor-Brush-3Hepa-filter-2-side-brush-for-iRobot-Roomba-800/32815527606.html	1 set Tangle-Free Debris Extractor Brush +3Hepa filter + 2 side brush for iRobot Roomba 800 900 Series Vacuum Cleaning Robots	0
https://www.aliexpress.com/item/9pcs-set-Debris-Extractor-brush-Hepa-Filter-Side-Brush-Kit-For-iRobot-Roomba-800-805-860/32820334162.html	9pcs/set Debris Extractor brush Hepa Filter Side Brush Kit For iRobot Roomba 800 805 860 861 870 880 980 Vacuum Cleaner Parts	0
